,,,,,,,,,,,,,,,,,
"“Talk2U - AI Training Set (CSEF)"" is made available with a CC BY-SA license.",,,,,,,,,,,,,,,,,
"This license allows reusers to distribute, remix, adapt, and build upon the material in any medium or format, so long as attribution is given to the creator. The license allows for commercial use. If you remix, adapt, or build upon the material, you must license the modified material under identical terms.",,,,,,,,,,,,,,,,,
Attributions to Talk2U,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,id,repository_version,text,intent,language,created_at,entities,,,,,,,,translations
,,,,,,,,,id,repository_example,start,end,entity,group,created_at,value,
645,,,1238148,2811,O que vc fez é errado.,criticar,pt_br,2023-04-28T18:22:46.447114Z,,,,,,,,,
,,,1238147,2811,esse tipo de gente eu desprezo,criticar,pt_br,2023-04-28T18:22:22.417875Z,,,,,,,,,
,,,1238146,2811,nao compartilho da sua opinião,criticar,pt_br,2023-04-28T18:22:04.394299Z,,,,,,,,,
,,,1238145,2811,ta com inveja,criticar,pt_br,2023-04-28T18:21:01.659187Z,,,,,,,,,
,,,1238144,2811,vai se tratar,criticar,pt_br,2023-04-28T18:20:43.265825Z,,,,,,,,,
,,,1238143,2811,respeita o mlk,criticar,pt_br,2023-04-28T18:20:28.095453Z,,,,,,,,,
,,,1238142,2811,Não vou ouvir,negar,pt_br,2023-04-28T18:19:59.104208Z,,,,,,,,,
,,,1238141,2811,Vc deve refletir um pouco mais,criticar,pt_br,2023-04-28T18:19:34.532964Z,869059,1238141,0,1,bot,,2023-04-28T18:19:34.572386Z,V,
,,,1238140,2811,respeito a diversidade,defender,pt_br,2023-04-28T18:19:12.049042Z,,,,,,,,,
,,,1238139,2811,Espero que dê em punição pra vc.,acusar,pt_br,2023-04-28T18:18:23.643752Z,,,,,,,,,
,,,1238138,2811,Acho que você tá nervoso,criticar,pt_br,2023-04-28T18:17:58.834477Z,,,,,,,,,
,,,1238137,2811,Vai viver tua vida,criticar,pt_br,2023-04-28T18:17:30.033912Z,,,,,,,,,
,,,1238136,2811,não teve graça.,criticar,pt_br,2023-04-28T18:17:08.945411Z,,,,,,,,,
,,,1238135,2811,Vai dar processo mesmo,acusar,pt_br,2023-04-28T18:16:51.185389Z,,,,,,,,,
,,,1238134,2811,Só estou vendo alguém se defendendo,defender,pt_br,2023-04-28T18:16:10.816040Z,,,,,,,,,
,,,1238133,2811,Do que?,duvida,pt_br,2023-04-28T18:12:07.261844Z,,,,,,,,,
,,,1238132,2811,Tô com ela nessa.,defender,pt_br,2023-04-28T18:09:54.076084Z,869058,1238132,14,17,character,,2023-04-28T18:09:54.118997Z,sa.,
,,,1238131,2811,"Cadeia para homofóbico, espero eu",acusar,pt_br,2023-04-28T18:09:29.457041Z,869056,1238131,31,33,bot,,2023-04-28T18:09:29.508432Z,eu,
,,,1238130,2811,tomara q tu se foda,xingar,pt_br,2023-04-28T18:06:54.155836Z,869055,1238130,25,27,bot,,2023-04-28T18:06:54.218208Z,,
,,,1238057,2811,mto eu,identificar,pt_br,2023-04-28T17:25:03.209533Z,,,,,,,,,
,,,1238055,2811,real dms,identificar,pt_br,2023-04-28T17:24:54.735145Z,,,,,,,,,
,,,1238053,2811,igualzinho,identificar,pt_br,2023-04-28T17:24:31.159845Z,,,,,,,,,
,,,1238052,2811,assim mesmo,identificar,pt_br,2023-04-28T17:24:21.868716Z,,,,,,,,,
,,,1238050,2811,igual aqui,identificar,pt_br,2023-04-28T17:24:11.476901Z,,,,,,,,,
,,,1238048,2811,sei bem,identificar,pt_br,2023-04-28T17:23:57.734419Z,,,,,,,,,
,,,1238046,2811,já me senti assim,identificar,pt_br,2023-04-28T17:23:32.402670Z,,,,,,,,,
,,,1238041,2811,adorei,elogiar,pt_br,2023-04-28T17:21:41.732893Z,,,,,,,,,
,,,1238035,2811,gostei,elogiar,pt_br,2023-04-28T17:20:14.777993Z,,,,,,,,,
,,,1238027,2811,que merda,xingar,pt_br,2023-04-28T17:17:49.153751Z,,,,,,,,,
,,,1238019,2811,vc esta cometendo um crime,acusar,pt_br,2023-04-28T17:15:23.542320Z,,,,,,,,,
,,,1238012,2811,vc esta errado,acusar,pt_br,2023-04-28T17:12:01.447063Z,,,,,,,,,
,,,1238007,2811,isso é muito errado,acusar,pt_br,2023-04-28T17:09:06.771372Z,,,,,,,,,
,,,1238006,2811,vc se confundiu,engano,pt_br,2023-04-28T16:29:13.890599Z,,,,,,,,,
,,,1238005,2811,não sou eu ai,engano,pt_br,2023-04-28T16:27:50.139752Z,,,,,,,,,
,,,1238004,2811,deve ser,duvida,pt_br,2023-04-28T16:21:12.191091Z,,,,,,,,,
,,,1238003,2811,não sei ao certo,duvida,pt_br,2023-04-28T16:15:22.244765Z,,,,,,,,,
,,,1214190,2811,nao to conseguindo ver,negar,pt_br,2023-04-03T18:56:47.271664Z,,,,,,,,,
,,,1214189,2811,nao da pra ver,negar,pt_br,2023-04-03T18:55:51.520319Z,,,,,,,,,
,,,1214188,2811,não consegui ver,negar,pt_br,2023-04-03T18:55:43.542884Z,,,,,,,,,
,,,1214187,2811,nao consigo ver pq não carrega,negar,pt_br,2023-04-03T18:55:35.887335Z,,,,,,,,,
,,,1214186,2811,como vou ver se nao carrega,negar,pt_br,2023-04-03T18:55:26.940949Z,,,,,,,,,
,,,1214185,2811,"não carrega, como vou ver",negar,pt_br,2023-04-03T18:55:16.119679Z,,,,,,,,,
,,,1214184,2811,que falta de respeito,criticar,pt_br,2023-04-03T18:39:03.815221Z,,,,,,,,,
,,,1214183,2811,que falta de respeito é essa,criticar,pt_br,2023-04-03T18:38:49.653085Z,,,,,,,,,
,,,1214182,2811,isso é mt falta de respeito,criticar,pt_br,2023-04-03T18:38:32.164207Z,,,,,,,,,
,,,1214181,2811,que falta de respeito isso,criticar,pt_br,2023-04-03T18:36:30.324544Z,,,,,,,,,
,,,1214180,2811,nao chegou,negar,pt_br,2023-04-03T18:25:12.209069Z,,,,,,,,,
,,,1214179,2811,nao ta carregando,negar,pt_br,2023-04-03T18:24:59.700849Z,,,,,,,,,
,,,1214178,2811,não tá funcionando,negar,pt_br,2023-04-03T18:24:49.913379Z,,,,,,,,,
,,,1214177,2811,nao funcionou,negar,pt_br,2023-04-03T18:24:41.251624Z,,,,,,,,,
,,,1214176,2811,nao carregou,negar,pt_br,2023-04-03T18:24:31.340699Z,,,,,,,,,
,,,1214175,2811,nao carrega,negar,pt_br,2023-04-03T18:24:23.723520Z,,,,,,,,,
,,,1214174,2811,que horror atacar alguém,criticar,pt_br,2023-04-03T18:22:51.144106Z,,,,,,,,,
,,,1214173,2811,que horror dizer isso,criticar,pt_br,2023-04-03T18:22:34.868208Z,,,,,,,,,
,,,1214172,2811,coisa feia falar isso,criticar,pt_br,2023-04-03T16:16:31.340719Z,,,,,,,,,
,,,1214171,2811,nao tem vergonha de falar isso,criticar,pt_br,2023-04-03T16:15:20.694761Z,,,,,,,,,
,,,1214170,2811,nao pode dizer isso,criticar,pt_br,2023-04-03T16:15:07.425063Z,,,,,,,,,
,,,1214169,2811,vc nao pode falar isso,criticar,pt_br,2023-04-03T16:14:40.322439Z,852487,1214169,0,2,bot,,2023-04-03T16:14:40.377884Z,vc,
,,,1214168,2811,para de falar isso,criticar,pt_br,2023-04-03T16:14:02.391534Z,,,,,,,,,
,,,1214167,2811,não pode falar isso,criticar,pt_br,2023-04-03T16:13:32.653115Z,,,,,,,,,
,,,1214166,2811,aff nada a ver,criticar,pt_br,2023-04-03T15:43:23.262893Z,,,,,,,,,
,,,1214165,2811,aff sério isso,criticar,pt_br,2023-04-03T15:42:53.723215Z,,,,,,,,,
,,,1214164,2811,afff,criticar,pt_br,2023-04-03T15:31:41.863564Z,,,,,,,,,
,,,1214163,2811,voce deveria pedir desculpas,criticar,pt_br,2023-04-03T15:18:10.439462Z,852482,1214163,0,4,bot,,2023-04-03T15:18:10.479855Z,voce,
,,,1214162,2811,é melhor você pedir desculpa,criticar,pt_br,2023-04-03T15:17:53.395880Z,852481,1214162,9,13,bot,,2023-04-03T15:17:53.452860Z,você,
,,,1214161,2811,vc deveria se desculpar,criticar,pt_br,2023-04-03T15:17:38.097484Z,852480,1214161,0,2,bot,,2023-04-03T15:17:38.154088Z,vc,
,,,1214160,2811,que porra é essa,xingar,pt_br,2023-04-03T14:57:12.815601Z,,,,,,,,,
,,,1214159,2811,wtf,xingar,pt_br,2023-04-03T14:57:04.742572Z,,,,,,,,,
,,,1214158,2811,infelizmente nunca,negar,pt_br,2023-04-03T14:53:56.443467Z,,,,,,,,,
,,,1214157,2811,infelizmente não,negar,pt_br,2023-04-03T14:53:43.163145Z,,,,,,,,,
,,,1214156,2811,recebi sim infelizmente,afirmar,pt_br,2023-04-03T14:53:30.115685Z,,,,,,,,,
,,,1214155,2811,infelizmente chegou,afirmar,pt_br,2023-04-03T14:53:20.148270Z,,,,,,,,,
,,,1214149,2811,que horrível,xingar,pt_br,2023-04-03T14:50:48.168511Z,,,,,,,,,
,,,1214147,2811,vc acha que isso vai me afetar?,defender,pt_br,2023-04-03T14:50:11.244871Z,852478,1214147,21,23,character,,2023-04-03T14:50:11.407665Z,me,
,,,1214146,2811,isso não me afeta,defender,pt_br,2023-04-03T14:49:54.951827Z,852477,1214146,9,11,character,,2023-04-03T14:49:54.988171Z,me,
,,,1214137,2811,vc não vai me atingir,defender,pt_br,2023-04-03T14:40:19.327667Z,852473,1214137,11,13,character,,2023-04-03T14:40:19.363507Z,me,
,,,1214136,2811,isso não me atinge,defender,pt_br,2023-04-03T14:39:53.752081Z,852472,1214136,9,11,character,,2023-04-03T14:39:53.792468Z,me,
,,,1214135,2811,espero que não dê,negar,pt_br,2023-04-03T14:39:34.236299Z,,,,,,,,,
,,,1214134,2811,espero que dê,afirmar,pt_br,2023-04-03T14:39:22.813023Z,,,,,,,,,
,,,1214133,2811,espero que sim,afirmar,pt_br,2023-04-03T14:39:15.152866Z,,,,,,,,,
,,,1214132,2811,espero que não,negar,pt_br,2023-04-03T14:39:04.497606Z,,,,,,,,,
,,,1214131,2811,não carrega,negar,pt_br,2023-04-03T14:38:55.769399Z,,,,,,,,,
,,,1214130,2811,não carregou,negar,pt_br,2023-04-03T14:38:47.262472Z,,,,,,,,,
,,,1214113,2811,não fala isso,criticar,pt_br,2023-04-03T14:06:42.499730Z,,,,,,,,,
,,,1214112,2811,certa ela,defender,pt_br,2023-04-03T14:06:29.466805Z,852467,1214112,6,9,character,,2023-04-03T14:06:29.518536Z,ela,
,,,1214111,2811,para com essas coisas,criticar,pt_br,2023-04-03T14:02:34.918252Z,,,,,,,,,
,,,1214110,2811,vc precisa parar,criticar,pt_br,2023-04-03T14:02:27.040813Z,852466,1214110,0,2,bot,,2023-04-03T14:02:27.089079Z,vc,
,,,1214109,2811,para de falar essas coisas,criticar,pt_br,2023-04-03T14:02:11.267107Z,,,,,,,,,
,,,1214108,2811,qual seu problema,xingar,pt_br,2023-04-03T13:48:30.542416Z,852463,1214108,5,8,bot,,2023-04-03T13:48:30.599723Z,seu,
,,,1214107,2811,tu tem algum problema,xingar,pt_br,2023-04-03T13:48:08.442413Z,852462,1214107,0,2,bot,,2023-04-03T13:48:08.483397Z,tu,
,,,1214106,2811,qual é o teu problema,xingar,pt_br,2023-04-03T13:47:56.045664Z,852461,1214106,9,12,bot,,2023-04-03T13:47:56.218351Z,teu,
,,,1214104,2811,para de falar merda,xingar,pt_br,2023-04-03T13:43:19.746088Z,,,,,,,,,
,,,1214102,2811,que ridículo,xingar,pt_br,2023-04-03T13:42:38.034842Z,,,,,,,,,
,,,1214100,2811,nada a ver,criticar,pt_br,2023-04-03T13:42:17.954925Z,,,,,,,,,
,,,1214099,2811,para com isso,criticar,pt_br,2023-04-03T13:41:43.023257Z,,,,,,,,,
,,,1214098,2811,idiota,xingar,pt_br,2023-04-03T13:28:23.257338Z,,,,,,,,,
,,,1214097,2811,você é uma trouxa,xingar,pt_br,2023-04-03T13:28:23.212763Z,,,,,,,,,
,,,1214096,2811,sua vagabunda,xingar,pt_br,2023-04-03T13:28:23.165815Z,,,,,,,,,
,,,1214095,2811,seu vagabundo,xingar,pt_br,2023-04-03T13:28:23.118984Z,,,,,,,,,
,,,1214094,2811,vai tomar no cu,xingar,pt_br,2023-04-03T13:28:23.080430Z,,,,,,,,,
,,,1214093,2811,seu merda,xingar,pt_br,2023-04-03T13:28:23.032984Z,,,,,,,,,
,,,1214092,2811,vc é um merda,xingar,pt_br,2023-04-03T13:28:22.945028Z,852438,1214092,0,2,bot,,2023-04-03T13:28:22.974165Z,vc,
,,,1214091,2811,sua merda,xingar,pt_br,2023-04-03T13:28:22.886159Z,,,,,,,,,
,,,1214090,2811,chato demais,xingar,pt_br,2023-04-03T13:28:22.833200Z,,,,,,,,,
,,,1214089,2811,que chata,xingar,pt_br,2023-04-03T13:28:22.767922Z,,,,,,,,,
,,,1214088,2811,vc é mt chato,xingar,pt_br,2023-04-03T13:28:22.654784Z,852437,1214088,0,2,bot,,2023-04-03T13:28:22.706441Z,vc,
,,,1214087,2811,deixa de ser um merda,xingar,pt_br,2023-04-03T13:28:22.546578Z,,,,,,,,,
,,,1214086,2811,você só fala merda,xingar,pt_br,2023-04-03T13:28:22.490535Z,,,,,,,,,
,,,1214085,2811,vc é uma bosta,xingar,pt_br,2023-04-03T13:28:22.412756Z,852436,1214085,0,2,bot,,2023-04-03T13:28:22.442597Z,vc,
,,,1214084,2811,seu bosta,xingar,pt_br,2023-04-03T13:28:22.370141Z,,,,,,,,,
,,,1214083,2811,sua nojenta,xingar,pt_br,2023-04-03T13:28:22.317703Z,,,,,,,,,
,,,1214082,2811,vc é uma nojenta,xingar,pt_br,2023-04-03T13:28:22.252009Z,852435,1214082,0,2,bot,,2023-04-03T13:28:22.279128Z,vc,
,,,1214081,2811,voce é um nojento,xingar,pt_br,2023-04-03T13:28:22.152587Z,,,,,,,,,
,,,1214080,2811,chato pra caralho,xingar,pt_br,2023-04-03T13:28:22.088874Z,,,,,,,,,
,,,1214079,2811,bosta do caralho,xingar,pt_br,2023-04-03T13:28:22.010930Z,,,,,,,,,
,,,1214078,2811,que merda é essa,xingar,pt_br,2023-04-03T13:28:21.933449Z,,,,,,,,,
,,,1214077,2811,cala a boca seu merda,xingar,pt_br,2023-04-03T13:28:21.852781Z,852434,1214077,12,15,bot,,2023-04-03T13:28:21.893478Z,seu,
,,,1214076,2811,lixo do crlh,xingar,pt_br,2023-04-03T13:28:21.802999Z,,,,,,,,,
,,,1214075,2811,seu lixo de merda,xingar,pt_br,2023-04-03T13:28:21.719464Z,852433,1214075,0,3,bot,,2023-04-03T13:28:21.758367Z,seu,
,,,1214074,2811,tu é um otario,xingar,pt_br,2023-04-03T13:28:21.641752Z,852432,1214074,0,2,bot,,2023-04-03T13:28:21.674864Z,tu,
,,,1214073,2811,vai se fuder,xingar,pt_br,2023-04-03T13:28:21.575360Z,,,,,,,,,
,,,1214072,2811,se fode caralho,xingar,pt_br,2023-04-03T13:28:21.522845Z,,,,,,,,,
,,,1214071,2811,vou te matar,ameacar,pt_br,2023-04-03T13:28:21.483296Z,,,,,,,,,
,,,1214070,2811,vou ferrar com voce,ameacar,pt_br,2023-04-03T13:28:21.441230Z,,,,,,,,,
,,,1214069,2811,vou te quebrar,ameacar,pt_br,2023-04-03T13:28:21.372942Z,,,,,,,,,
,,,1214068,2811,vc vai morrer,ameacar,pt_br,2023-04-03T13:28:21.321312Z,,,,,,,,,
,,,1214067,2811,ja era pra vc,ameacar,pt_br,2023-04-03T13:28:21.262523Z,,,,,,,,,
,,,1214066,2811,ja era vou te quebrar,ameacar,pt_br,2023-04-03T13:28:21.210757Z,,,,,,,,,
,,,1214065,2811,vou te achar,ameacar,pt_br,2023-04-03T13:28:21.154373Z,,,,,,,,,
,,,1214064,2811,vc vai ver só,ameacar,pt_br,2023-04-03T13:28:21.099007Z,,,,,,,,,
,,,1214063,2811,vai ver quando te encontrar,ameacar,pt_br,2023-04-03T13:28:21.038550Z,,,,,,,,,
,,,1214062,2811,vai ver quando acabar com vc,ameacar,pt_br,2023-04-03T13:28:20.988552Z,,,,,,,,,
,,,1214061,2811,vou acabar com a sua vida,ameacar,pt_br,2023-04-03T13:28:20.935558Z,,,,,,,,,
,,,1214060,2811,vou te machucar,ameacar,pt_br,2023-04-03T13:28:20.878971Z,,,,,,,,,
,,,1214059,2811,ta querendo morrer,ameacar,pt_br,2023-04-03T13:28:20.819723Z,,,,,,,,,
,,,1214058,2811,ta querendo apanhar,ameacar,pt_br,2023-04-03T13:28:20.762406Z,,,,,,,,,
,,,1214057,2811,vou te encher de porrada,ameacar,pt_br,2023-04-03T13:28:20.679068Z,,,,,,,,,
,,,1214056,2811,vo acabar contigo,ameacar,pt_br,2023-04-03T13:28:20.611665Z,,,,,,,,,
,,,1214055,2811,vo ferrar contigo,ameacar,pt_br,2023-04-03T13:28:20.521191Z,,,,,,,,,
,,,1214054,2811,vou te bater demais,ameacar,pt_br,2023-04-03T13:28:20.445451Z,,,,,,,,,
,,,1214053,2811,vai apanhar muito,ameacar,pt_br,2023-04-03T13:28:20.384620Z,,,,,,,,,
,,,1214052,2811,voce vai apanhar,ameacar,pt_br,2023-04-03T13:28:20.310406Z,,,,,,,,,
,,,1214051,2811,te encho de porrada,ameacar,pt_br,2023-04-03T13:28:20.253425Z,,,,,,,,,
,,,1214050,2811,vou te bater ate vc nao aguentar mais,ameacar,pt_br,2023-04-03T13:28:20.160893Z,,,,,,,,,
,,,1214049,2811,vc ta morto,ameacar,pt_br,2023-04-03T13:28:20.107650Z,,,,,,,,,
,,,1214048,2811,vc ta morta,ameacar,pt_br,2023-04-03T13:28:20.074296Z,,,,,,,,,
,,,1214047,2811,me encontra pra vc ver,ameacar,pt_br,2023-04-03T13:28:20.008537Z,,,,,,,,,
,,,1214046,2811,continua falando pra voce ver,ameacar,pt_br,2023-04-03T13:28:19.972198Z,,,,,,,,,
,,,1214045,2811,vai ver oq é bom,ameacar,pt_br,2023-04-03T13:28:19.915830Z,,,,,,,,,
,,,1214044,2811,vai ver oq vou fazer com vc,ameacar,pt_br,2023-04-03T13:28:19.843365Z,,,,,,,,,
,,,1214043,2811,vc ta fudido irmao,ameacar,pt_br,2023-04-03T13:28:19.799133Z,,,,,,,,,
,,,1214042,2811,ce ta ferrado agora,ameacar,pt_br,2023-04-03T13:28:19.752518Z,,,,,,,,,
,,,1214041,2811,tu vai apanhar muito,ameacar,pt_br,2023-04-03T13:28:19.684969Z,,,,,,,,,
,,,1214040,2811,tu vai ver oq vou fazer,ameacar,pt_br,2023-04-03T13:28:19.622320Z,,,,,,,,,
,,,1214039,2811,tenta p vc ver,ameacar,pt_br,2023-04-03T13:28:19.559744Z,,,,,,,,,
,,,1214038,2811,tenta pra voce ver,ameacar,pt_br,2023-04-03T13:28:19.504758Z,,,,,,,,,
,,,1214037,2811,tenta pra tu ver,ameacar,pt_br,2023-04-03T13:28:19.441127Z,,,,,,,,,
,,,1214036,2811,tu vai ver quando te encontrar,ameacar,pt_br,2023-04-03T13:28:19.391656Z,,,,,,,,,
,,,1214035,2811,tu ta ferrado,ameacar,pt_br,2023-04-03T13:28:19.344910Z,,,,,,,,,
,,,1214034,2811,ta ferrado,ameacar,pt_br,2023-04-03T13:28:19.285815Z,,,,,,,,,
,,,1214033,2811,ja era ta fodido,ameacar,pt_br,2023-04-03T13:28:19.245787Z,,,,,,,,,
,,,1214032,2811,vc ta fodida,ameacar,pt_br,2023-04-03T13:28:19.169602Z,,,,,,,,,
,,,1214031,2811,ta fodida agora,ameacar,pt_br,2023-04-03T13:28:19.110366Z,,,,,,,,,
,,,1214030,2811,ja era pra ti,ameacar,pt_br,2023-04-03T13:28:19.036922Z,,,,,,,,,
,,,1214029,2811,vou quebrar tua cara,ameacar,pt_br,2023-04-03T13:28:18.991232Z,,,,,,,,,
,,,1214028,2811,seu cuzão,xingar,pt_br,2023-04-03T13:28:18.912721Z,852431,1214028,0,3,bot,,2023-04-03T13:28:18.944569Z,seu,
,,,1214027,2811,tu é uma cuzona,xingar,pt_br,2023-04-03T13:28:18.838111Z,852430,1214027,0,2,bot,,2023-04-03T13:28:18.868202Z,tu,
,,,1214026,2811,vou te processar,acusar,pt_br,2023-04-03T13:28:18.732488Z,,,,,,,,,
,,,1214025,2811,vc vai ser processado,acusar,pt_br,2023-04-03T13:28:18.643118Z,,,,,,,,,
,,,1214024,2811,isso é crime,acusar,pt_br,2023-04-03T13:28:18.580753Z,,,,,,,,,
,,,1214023,2811,o que tu ta fazendo é crime,acusar,pt_br,2023-04-03T13:28:18.506869Z,852429,1214023,6,8,bot,,2023-04-03T13:28:18.544027Z,tu,
,,,1214022,2811,homofobia é crime,acusar,pt_br,2023-04-03T13:28:18.461993Z,,,,,,,,,
,,,1214021,2811,voce é um criminoso,acusar,pt_br,2023-04-03T13:28:18.405900Z,,,,,,,,,
,,,1214020,2811,vou te denunciar,acusar,pt_br,2023-04-03T13:28:18.362410Z,,,,,,,,,
,,,1214019,2811,vc vai ser denunciado,acusar,pt_br,2023-04-03T13:28:18.299187Z,,,,,,,,,
,,,1214018,2811,vou denunciar isso que vc ta fazendo,acusar,pt_br,2023-04-03T13:28:18.251336Z,,,,,,,,,
,,,1214017,2811,vou denunciar todo mundo,acusar,pt_br,2023-04-03T13:28:18.208109Z,,,,,,,,,
,,,1214016,2811,denuncio voces todos,acusar,pt_br,2023-04-03T13:28:18.154725Z,,,,,,,,,
,,,1214015,2811,quer ser processado,acusar,pt_br,2023-04-03T13:28:18.125376Z,,,,,,,,,
,,,1214014,2811,ta querendo ser processado,acusar,pt_br,2023-04-03T13:28:18.091743Z,,,,,,,,,
,,,1214013,2811,ta querendo ser processada,acusar,pt_br,2023-04-03T13:28:18.041434Z,,,,,,,,,
,,,1214012,2811,vc vai ser preso,acusar,pt_br,2023-04-03T13:28:17.986095Z,,,,,,,,,
,,,1214011,2811,vou mandar te prenderem,acusar,pt_br,2023-04-03T13:28:17.935931Z,,,,,,,,,
,,,1214010,2811,vo mandar te prender,acusar,pt_br,2023-04-03T13:28:17.882623Z,,,,,,,,,
,,,1214009,2811,vcs merecem ser presos,acusar,pt_br,2023-04-03T13:28:17.818312Z,,,,,,,,,
,,,1214008,2811,voce vai pra prisao,acusar,pt_br,2023-04-03T13:28:17.772347Z,,,,,,,,,
,,,1214007,2811,tu vai pra cadeia,acusar,pt_br,2023-04-03T13:28:17.702092Z,852428,1214007,0,2,bot,,2023-04-03T13:28:17.738480Z,tu,
,,,1214006,2811,vou te mandar pra cadeia,acusar,pt_br,2023-04-03T13:28:17.644413Z,,,,,,,,,
,,,1214005,2811,homofóbico do caralho,xingar,pt_br,2023-04-03T13:28:17.556627Z,852427,1214005,0,10,preconceito,,2023-04-03T13:28:17.600420Z,homofóbico,
,,,1214004,2811,voce é um homofóbico,xingar,pt_br,2023-04-03T13:28:17.445404Z,852425,1214004,10,20,preconceito,,2023-04-03T13:28:17.480642Z,homofóbico,
,,,1214003,2811,homofobia é crime sabia?,acusar,pt_br,2023-04-03T13:28:17.393997Z,852426,1214004,0,4,bot,,2023-04-03T13:28:17.523825Z,voce,
,,,1214002,2811,misoginia é crime,acusar,pt_br,2023-04-03T13:28:17.352856Z,,,,,,,,,
,,,1214001,2811,machista de merda,xingar,pt_br,2023-04-03T13:28:17.257204Z,852424,1214001,0,8,preconceito,,2023-04-03T13:28:17.307974Z,machista,
,,,1214000,2811,tu é um gordofóbico escroto,xingar,pt_br,2023-04-03T13:28:17.084447Z,852422,1214000,8,19,preconceito,,2023-04-03T13:28:17.123471Z,gordofóbico,
,,,1213999,2811,sua gordofóbica,xingar,pt_br,2023-04-03T13:28:16.977893Z,852420,1213999,4,15,preconceito,,2023-04-03T13:28:17.007516Z,gordofóbica,
,,,1213998,2811,seu homofóbico,xingar,pt_br,2023-04-03T13:28:16.793510Z,852418,1213998,4,14,preconceito,,2023-04-03T13:28:16.887668Z,homofóbico,
,,,1213997,2811,vou meter um processo,acusar,pt_br,2023-04-03T13:28:16.725646Z,852419,1213998,0,3,bot,,2023-04-03T13:28:16.942682Z,seu,
,,,1213996,2811,o processinho vem,acusar,pt_br,2023-04-03T13:28:16.635444Z,,,,,,,,,
,,,1213995,2811,eu concordo com ela,defender,pt_br,2023-04-03T13:28:16.553156Z,,,,,,,,,
,,,1213994,2811,concordo com ele,defender,pt_br,2023-04-03T13:28:16.487565Z,,,,,,,,,
,,,1213993,2811,qual o problema disso,defender,pt_br,2023-04-03T13:28:16.443026Z,,,,,,,,,
,,,1213992,2811,nao tem problema nenhum,defender,pt_br,2023-04-03T13:28:16.336286Z,,,,,,,,,
,,,1213991,2811,ela nao fez nada,defender,pt_br,2023-04-03T13:28:16.282322Z,,,,,,,,,
,,,1213990,2811,ele nao fez nada de errado,defender,pt_br,2023-04-03T13:28:16.227687Z,,,,,,,,,
,,,1213989,2811,ele ta certo,defender,pt_br,2023-04-03T13:28:16.173998Z,,,,,,,,,
,,,1213988,2811,qual o problema,defender,pt_br,2023-04-03T13:28:16.131244Z,,,,,,,,,
,,,1213987,2811,eu to com ela,defender,pt_br,2023-04-03T13:28:16.078828Z,,,,,,,,,
,,,1213986,2811,eu apoio ela,defender,pt_br,2023-04-03T13:28:16.032238Z,,,,,,,,,
,,,1213985,2811,zero problema isso,defender,pt_br,2023-04-03T13:28:15.979815Z,,,,,,,,,
,,,1213984,2811,deixa ela em paz,defender,pt_br,2023-04-03T13:28:15.934716Z,,,,,,,,,
,,,1213983,2811,deixa ele,defender,pt_br,2023-04-03T13:28:15.887400Z,,,,,,,,,
,,,1213982,2811,cuida da sua vida,defender,pt_br,2023-04-03T13:28:15.796098Z,,,,,,,,,
,,,1213981,2811,cada um faz o que quer,defender,pt_br,2023-04-03T13:28:15.756757Z,,,,,,,,,
,,,1213979,2811,deixa as pessoas em paz,defender,pt_br,2023-04-03T13:28:15.632491Z,,,,,,,,,
,,,1213978,2811,deixa os outros em paz,defender,pt_br,2023-04-03T13:28:15.560545Z,,,,,,,,,
,,,1213977,2811,nao vejo problema,defender,pt_br,2023-04-03T13:28:15.521998Z,,,,,,,,,
,,,1213976,2811,nao tem nenhum problema,defender,pt_br,2023-04-03T13:28:15.477011Z,,,,,,,,,
,,,1213975,2811,nao tem nada de errado,defender,pt_br,2023-04-03T13:28:15.421731Z,,,,,,,,,
